HS,TS,TA,HA,TT,C
7423.500,1500,1523,7207,81.53260,43.94750
7422.833,1500,1550,7198,81.53985,43.95750
7422.167,1500,1533,7205,81.54708,43.97250
7420.333,1500,1579,7161,81.55433,43.95750
7419.667,1500,1617,6940,81.56155,43.92750
7419.667,1500,1634,6795,81.56880,43.94250
7418.833,1500,1672,6795,81.57603,43.94000
7417.167,1500,1600,6792,81.58326,43.95250
7417.167,1500,1517,7001,81.59051,43.91250
7416.000,1500,1460,7355,81.59774,43.95250
7415.167,1500,1381,7609,81.60499,44.02000
7413.333,1500,1308,7820,81.61222,43.97250
7471.667,1500,1241,8076,81.61948,44.01250
7481.667,1500,1226,8399,81.62677,44.00500
7489.167,1500,1256,8637,81.63397,44.01000
7498.667,1500,1267,8741,81.64125,44.02000
7506.500,1500,1267,8779,81.64847,44.03500
7516.000,1500,1229,8772,81.65571,44.06250
7525.667,1500,1214,8794,81.66296,43.95250
7542.167,1500,1192,8807,81.67021,43.99000
7561.167,1500,1174,8829,81.67744,43.94500
7590.167,1500,1163,8854,81.68469,43.96000
7624.833,1500,1147,8874,81.69193,44.02500
7638.500,1500,1138,8899,81.69917,44.02000
7657.167,1500,1140,8961,81.70640,44.02000
7663.000,1500,1147,9035,81.71365,43.98750
7664.333,1500,1137,9074,81.72088,43.99250
7664.667,1500,1122,9093,81.72813,43.97000
7663.000,1500,1118,9120,81.73536,43.98250
7663.000,1500,1123,9150,81.74260,43.97500
7661.500,1500,1130,9190,81.74985,43.99750
7655.667,1500,1134,9214,81.75709,43.93500
7648.833,1500,1133,9244,81.76433,43.95750
7642.000,1500,1126,9267,81.77156,43.93250
7637.000,1500,1122,9289,81.77881,43.88500
7633.333,1500,1117,9313,81.78605,43.92750
7629.333,1500,1111,9343,81.79329,43.91500
7623.500,1500,1106,9368,81.80053,43.90500
7614.833,1500,1105,9401,81.80777,43.88250
7604.167,1500,1109,9440,81.81502,43.91500
7594.667,1500,1109,9470,81.82226,43.86500
7589.000,1500,1111,9507,81.82949,43.87250
7580.667,1500,1116,9542,81.83674,43.85500
7574.500,1500,1109,9566,81.84398,43.87000
7568.000,1500,1109,9598,81.85122,43.86000
7561.167,1500,1120,9622,81.85845,43.86000
7555.667,1500,1122,9650,81.86569,43.83750
7551.000,1500,1124,9676,81.87294,43.84250
7547.167,1500,1125,9697,81.88017,43.79000
7543.833,1500,1123,9703,81.88742,43.78500
7539.833,1500,1119,9717,81.89466,43.79500
7537.500,1500,1117,9730,81.90191,43.72000
7534.333,1500,1118,9741,81.90914,43.70750
7530.000,1500,1118,9753,81.91640,43.70000
7527.667,1500,1090,9752,81.92363,43.69000
7525.000,1500,1067,9745,81.93087,43.71500
7521.167,1500,1049,9749,81.93811,43.67750
7519.167,1500,1059,9766,81.94535,43.65000
7517.667,1500,1071,9772,81.95260,43.62250
7514.667,1500,1085,9788,81.95984,43.62750
7512.000,1500,1103,9805,81.96707,43.62750
7510.167,1500,1105,9808,81.97432,43.58750
7507.833,1500,1112,9824,81.98156,43.57250
7506.333,1500,1115,9830,81.98880,43.58750
7503.333,1500,1125,9837,81.99604,43.64250
7500.833,1500,1122,9837,82.00329,43.59250
7497.833,1500,1111,9837,82.01052,43.58500
7495.000,1500,1082,9827,82.01778,43.59750
7493.500,1500,1063,9828,82.02501,43.63750
7491.667,1500,1050,9829,82.03225,43.61000
7490.333,1500,1047,9838,82.03950,43.64500
7488.500,1500,1043,9841,82.04675,43.61250
7486.000,1500,1060,9855,82.05398,43.60750
7484.833,1500,1079,9862,82.06123,43.59250
7483.667,1500,1092,9870,82.06847,43.60500
7481.500,1500,1094,9870,82.07571,43.58500
7480.333,1500,1086,9869,82.08295,43.52250
7478.333,1500,1081,9872,82.09020,43.49750
7477.833,1500,1064,9867,82.09743,43.43500
7474.833,1500,1055,9868,82.10468,43.48250
7474.167,1500,1043,9874,82.11191,43.47750
7472.167,1500,1035,9875,82.11916,43.46500
7470.500,1500,1023,9870,82.12640,43.50250
7469.333,1500,1032,9883,82.13363,43.46250
7468.667,1500,1054,9891,82.14088,43.47750
7467.000,1500,1071,9899,82.14814,43.44750
7465.667,1500,1078,9910,82.15537,43.43750
7465.667,1500,1077,9910,82.16262,43.43750
7464.000,1500,1075,9913,82.16985,43.42250
7463.667,1500,1082,9922,82.17709,43.50750
7462.167,1500,1089,9925,82.18433,43.52750
7460.000,1500,1087,9928,82.19157,43.53750
7459.333,1500,1084,9931,82.19882,43.59250
7457.333,1500,1077,9931,82.20605,43.66250
7456.500,1500,1069,9929,82.21330,43.67500
7455.667,1500,1069,9932,82.22053,43.70250
7454.667,1500,1054,9927,82.22778,43.69000
7453.000,1500,1064,9944,82.23501,43.73250
7452.333,1500,1082,9949,82.24229,43.69750
7451.667,1500,1085,9949,82.24954,43.78750
7449.500,1500,1087,9957,82.25678,43.75500
7449.333,1500,1088,9960,82.26403,43.77750
7447.500,1500,1085,9960,82.27127,43.75250
7447.667,1500,1090,9972,82.27851,43.78750
7445.833,1500,1104,9972,82.28576,43.80750
7444.833,1500,1099,9975,82.29299,43.80750
7444.000,1500,1111,9985,82.30023,43.76750
7443.667,1500,1146,9999,82.30748,43.79250
7443.333,1500,1182,9999,82.31471,43.75000
7441.333,1500,1181,9999,82.32196,43.76500
7441.833,1500,1151,9999,82.32920,43.79250
7438.333,1500,1133,9999,82.33645,43.80000
7437.667,1500,1155,9999,82.34368,43.81500
7437.333,1500,1211,9999,82.35093,43.79750
7437.333,1500,1264,9999,82.35817,43.78250
7438.167,1500,1284,9999,82.36542,43.76750
7439.167,1500,1276,9999,82.37265,43.76250
7439.833,1500,1284,9999,82.37988,43.77750
7439.667,1500,1292,9999,82.38713,43.80500
7439.667,1500,1314,9999,82.39437,43.83250
7439.167,1500,1324,9999,82.40162,43.82000
7439.333,1500,1311,9999,82.40884,43.82500
7438.833,1500,1291,9981,82.41609,43.89250
7442.167,1500,1282,9964,82.42334,43.92750
7449.667,1500,1272,9952,82.43059,43.91000
7453.500,1500,1282,9943,82.43782,43.89250
7456.667,1500,1343,9933,82.44507,43.89750
7457.333,1500,1357,9843,82.45230,43.90250
7458.833,1500,1378,9502,82.45954,43.86500
7458.333,1500,1534,9181,82.46677,43.78750
7458.333,1500,1596,8746,82.47402,43.73000
7457.833,1500,1607,8191,82.48125,43.78250
7457.667,1500,1590,7905,82.48848,43.83000
7457.500,1500,1599,7841,82.49573,43.89750
7456.500,1500,1656,7805,82.50297,43.94750
7456.333,1500,1688,7293,82.51020,43.92250
7456.000,1500,1859,7047,82.51745,43.92750
7456.333,1500,1869,6815,82.52468,43.97750
7455.667,1500,2034,6399,82.53192,43.91750
7455.667,1500,2028,6174,82.53916,43.91500
7453.833,1500,1957,6547,82.54639,43.92250
7454.500,1500,1885,6512,82.55363,43.95750
7453.667,1500,1816,6644,82.56088,44.01250
7454.000,1500,1840,6583,82.56811,43.99000
7452.833,1500,1803,6673,82.57536,43.96500
7452.500,1500,1876,6537,82.58259,43.97750
7451.833,1500,1811,6641,82.58983,44.01500
7451.833,1500,1841,6539,82.59706,43.98750
7450.833,1500,1736,6751,82.60429,44.01000
7450.667,1500,1697,6906,82.61153,44.05750
7450.333,1500,1673,6986,82.61876,44.02500
7450.333,1500,1633,7133,82.62602,44.03750
7449.667,1500,1600,7274,82.63324,44.05250
7449.333,1500,1535,7376,82.64049,44.01750
7449.333,1500,1507,7500,82.64773,44.02000
7448.500,1500,1494,7575,82.65495,44.02750
7448.167,1500,1471,7654,82.66219,44.04250
7446.500,1500,1426,7900,82.66943,44.02750
7447.500,1500,1401,8121,82.67667,44.04250
7446.667,1500,1390,8279,82.68391,44.10500
7445.667,1500,1381,8372,82.69115,44.04750
7443.167,1500,1367,8553,82.69838,44.06500
7443.167,1500,1358,8735,82.70562,44.03000
7442.833,1500,1314,8733,82.71286,44.04750
7441.500,1500,1325,8835,82.72010,44.04000
7441.833,1500,1351,9002,82.72735,44.02500
7443.000,1500,1355,9073,82.73459,44.01000
7444.167,1500,1351,9103,82.74183,43.95000
7443.833,1500,1348,9119,82.74906,43.98000
7444.167,1500,1343,9138,82.75631,43.99750
7446.333,1500,1338,9166,82.76354,43.98500
7445.000,1500,1331,9174,82.77078,43.98000
7444.833,1500,1321,9179,82.77803,43.89750
7446.000,1500,1312,9196,82.78525,43.94000
7446.667,1500,1312,9219,82.79250,43.94000
7447.500,1500,1315,9247,82.79975,43.91500
7448.667,1500,1312,9267,82.80699,43.89000
7447.167,1500,1309,9294,82.81422,43.88000
7448.000,1500,1299,9325,82.82146,43.86250
7450.167,1500,1289,9362,82.82870,43.84250
7451.667,1520,1288,9406,82.83594,43.82000
7451.667,1520,1285,9428,82.84318,43.81250
7452.000,1520,1278,9414,82.85043,43.79500
7452.833,1520,1278,9387,82.85766,43.80750
7453.667,1520,1269,9351,82.86491,43.77000
7453.000,1520,1265,9314,82.87214,43.77750
7453.500,1520,1268,9219,82.87937,43.74500
7453.833,1520,1271,9115,82.88662,43.76000
7453.000,1520,1267,9096,82.89385,43.76500
7453.000,1520,1268,9087,82.90110,43.72000
7453.833,1520,1270,9077,82.90833,43.70250
7453.833,1520,1268,9077,82.91559,43.71250
7453.000,1520,1262,9067,82.92281,43.73750
7451.667,1520,1242,9090,82.93006,43.72000
7452.000,1520,1234,9124,82.93730,43.72000
7452.167,1520,1226,9153,82.94455,43.72500
7454.000,1520,1220,9197,82.95178,43.71500
7457.667,1520,1214,9238,82.95903,43.67250
7464.333,1520,1209,9264,82.96626,43.66500
7473.167,1520,1206,9297,82.97350,43.58250
7480.333,1520,1202,9315,82.98074,43.61500
7486.167,1520,1198,9342,82.98797,43.61250
7492.667,1520,1200,9369,82.99521,43.58500
7500.833,1520,1199,9396,83.00248,43.58750
7510.000,1520,1200,9428,83.00971,43.61000
7526.500,1520,1197,9467,83.01694,43.57500
7572.167,1520,1191,9505,83.02418,43.58000
7611.667,1520,1186,9549,83.03142,43.57500
7634.500,1520,1181,9591,83.03866,43.56000
7659.167,1520,1178,9634,83.04590,43.54750
7663.000,1520,1177,9682,83.05315,43.53500
7665.667,1520,1175,9717,83.06038,43.53000
7666.667,1520,1176,9756,83.06763,43.54250
7667.167,1520,1168,9774,83.07486,43.52250
7666.333,1520,1162,9783,83.08213,43.51500
7665.833,1520,1163,9775,83.08935,43.54750
7666.333,1520,1159,9751,83.09659,43.60500
7666.667,1520,1146,9730,83.10384,43.59000
7667.333,1520,1141,9717,83.11108,43.55750
7666.833,1520,1134,9717,83.11831,43.53750
7667.667,1520,1133,9731,83.12556,43.61250
7668.333,1520,1132,9746,83.13279,43.60750
7667.667,1520,1129,9758,83.14003,43.60250
7669.167,1520,1126,9770,83.14728,43.60500
7668.833,1520,1120,9780,83.15453,43.51250
7668.833,1520,1112,9783,83.16176,43.52000
7668.167,1520,1101,9784,83.16899,43.50750
7668.000,1520,1100,9787,83.17624,43.59000
7667.500,1520,1101,9784,83.18347,43.61000
7666.500,1520,1097,9782,83.19074,43.57250
7666.833,1520,1086,9779,83.19797,43.56750
7666.667,1520,1081,9782,83.20522,43.57750
7666.167,1520,1079,9782,83.21247,43.60000
7667.167,1520,1071,9751,83.21970,43.56500
7667.667,1500,1073,9743,83.22693,43.56750
7668.500,1500,1072,9721,83.23418,43.57000
7668.833,1500,1063,9706,83.24141,43.60000
7669.167,1500,1057,9706,83.24867,43.58000
7668.833,1500,1055,9708,83.25590,43.60750
7667.833,1500,1056,9714,83.26315,43.60750
7667.333,1500,1065,9712,83.27041,43.64500
7667.167,1500,1082,9693,83.27764,43.66250
7667.000,1500,1090,9643,83.28487,43.61000
7667.167,1500,1079,9660,83.29211,43.64000
7667.167,1500,1084,9666,83.29936,43.64250
7665.667,1500,1088,9676,83.30663,43.67250
7665.667,1500,1091,9683,83.31385,43.61750
7665.167,1500,1103,9677,83.32109,43.60500
7664.000,1500,1117,9673,83.32836,43.63000
7661.833,1500,1128,9675,83.33558,43.61250
7657.167,1500,1136,9660,83.34281,43.62000
7647.167,1500,1146,9659,83.35006,43.61250
7626.167,1500,1144,9656,83.36457,43.57000
7615.667,1500,1144,9665,83.37182,43.58500
7612.667,1500,1156,9671,83.37904,43.59500
7609.500,1500,1167,9685,83.38630,43.59750
7602.167,1500,1178,9690,83.39353,43.59750
7594.167,1500,1206,9685,83.40076,43.61000
7588.000,1500,1218,9678,83.40802,43.59500
7582.833,1500,1224,9689,83.41525,43.60500
7578.833,1500,1229,9711,83.42260,43.56000
7578.667,1500,1233,9736,83.42986,43.59750
7578.167,1500,1249,9741,83.43709,43.58250
7580.000,1500,1271,9740,83.44435,43.57000
7579.500,1500,1281,9730,83.45157,43.61750
7579.667,1500,1277,9734,83.45882,43.58500
7581.833,1500,1295,9730,83.46606,43.62000
7585.000,1500,1317,9706,83.47330,43.62750
7586.167,1500,1325,9673,83.48053,43.64750
7585.167,1500,1322,9637,83.48778,43.60750
7583.833,1500,1308,9521,83.49502,43.66000
7580.333,1460,1293,9517,83.50226,43.65750
7577.167,1460,1273,9534,83.50951,43.71000
7575.667,1460,1285,9538,83.51675,43.72250
7575.000,1460,1291,9535,83.52398,43.71000
7573.000,1460,1280,9534,83.53123,43.74500
7573.833,1460,1298,9547,83.53846,43.72000
7576.833,1460,1312,9543,83.54571,43.76000
7581.500,1460,1294,9538,83.55294,43.77750
7587.167,1460,1259,9565,83.56020,43.85250
7594.333,1460,1258,9595,83.56743,43.86000
7601.333,1460,1258,9571,83.57466,43.88000
7606.500,1460,1278,9569,83.58193,43.88500
7610.667,1460,1269,9563,83.58916,43.90250
7610.833,1460,1260,9574,83.59639,43.89500
7613.667,1460,1269,9605,83.60362,43.88000
7618.833,1460,1271,9611,83.61087,43.90500
7623.833,1460,1283,9616,83.61811,43.88250
7628.167,1460,1289,9610,83.62536,43.87750
7629.000,1460,1314,9600,83.63259,43.84250
7628.667,1460,1351,9588,83.63983,43.84000
7625.833,1460,1358,9549,83.64707,43.82500
7622.167,1460,1355,9507,83.65431,43.82500
7616.333,1460,1325,9407,83.66155,43.84250
7607.500,1460,1314,9384,83.66878,43.82000
7600.833,1460,1283,9389,83.67604,43.85000
7593.833,1460,1278,9420,83.68328,43.84000
7588.333,1460,1285,9454,83.69052,43.86250
7583.333,1460,1301,9495,83.69777,43.87500
7575.333,1460,1315,9524,83.70500,43.85250
7571.833,1460,1315,9534,83.71223,43.84250
7567.333,1460,1287,9517,83.71948,43.85500
7562.167,1460,1254,9511,83.72672,43.83250
7556.667,1460,1240,9524,83.73396,43.81250
7552.333,1460,1227,9534,83.74120,43.82750
7548.833,1460,1223,9555,83.74844,43.83000
7545.000,1460,1228,9591,83.75568,43.82000
7541.500,1460,1227,9636,83.76293,43.81250
7537.167,1460,1224,9672,83.77016,43.83250
7534.333,1460,1219,9698,83.77741,43.78750
7531.500,1460,1215,9731,83.78465,43.78750
7528.500,1460,1204,9745,83.79189,43.75000
7527.167,1460,1192,9764,83.79913,43.75750
7525.667,1460,1186,9785,83.80637,43.76000
7522.667,1460,1179,9802,83.81362,43.75250
7520.333,1460,1154,9798,83.82087,43.73250
7519.000,1460,1136,9800,83.82810,43.76000
7516.167,1460,1137,9806,83.83535,43.75750
7513.000,1460,1129,9809,83.84258,43.75000
7509.833,1460,1115,9807,83.84983,43.73250
7508.833,1460,1111,9810,83.85706,43.74250
7507.333,1460,1105,9808,83.86431,43.70000
7506.333,1460,1104,9817,83.87154,43.70250
7503.167,1460,1105,9823,83.87880,43.68750
7502.500,1460,1100,9826,83.88603,43.68500
7500.000,1460,1094,9832,83.89329,43.65750
7497.667,1460,1090,9832,83.90051,43.70000
7496.333,1460,1082,9827,83.90775,43.66000
7493.667,1460,1066,9822,83.91500,43.67750
7492.500,1460,1011,9769,83.92223,43.64750
7491.833,1460,1026,9270,83.92948,43.66750
7490.167,1460,1017,8947,83.93672,43.68500
7489.833,1460,1011,8832,83.94397,43.69250
7488.167,1460,991,8736,83.95122,43.72500
7486.667,1460,981,8611,83.95845,43.67250
7484.667,1460,983,8523,83.96569,43.70750
7483.667,1460,956,8581,83.97293,43.70000
7481.500,1460,921,8618,83.98020,43.69250
7480.167,1460,919,8663,83.98742,43.66250
7479.167,1460,912,8737,83.99466,43.69500
7477.333,1460,903,8820,84.00191,43.68750
7476.500,1460,897,8874,84.00916,43.68000
7475.000,1460,894,8919,84.01639,43.64750
7472.333,1460,897,8960,84.02363,43.69750
7472.000,1460,904,9017,84.03088,43.73500
7471.000,1460,903,9044,84.03812,43.71000
7469.000,1460,909,9079,84.04537,43.68500
7467.833,1460,914,9115,84.05260,43.66250
7466.000,1460,912,9144,84.05987,43.64750
7465.500,1460,904,9156,84.06709,43.66000
7463.500,1460,907,9170,84.07435,43.67500
7462.667,1460,911,9200,84.08159,43.64250
7460.833,1460,905,9235,84.08883,43.65250
7459.667,1460,903,9262,84.09608,43.66250
7458.667,1460,896,9284,84.10332,43.66500
7457.000,1460,889,9296,84.11056,43.66000
7457.000,1460,899,9302,84.11781,43.65250
7455.833,1460,913,9327,84.12506,43.61250
7454.333,1460,910,9327,84.13229,43.62500
7453.667,1460,905,9330,84.13954,43.62500
7452.000,1460,898,9319,84.14679,43.65000
7450.833,1460,912,9330,84.15403,43.60750
7449.833,1460,914,9335,84.16127,43.63000
7448.833,1460,916,9341,84.16851,43.62250
7448.500,1460,924,9361,84.17575,43.61500
7447.000,1460,928,9385,84.18299,43.62250
7445.667,1460,929,9423,84.19024,43.60000
7444.333,1460,913,9450,84.19749,43.67000
7442.667,1460,916,9486,84.20475,43.59750
7442.000,1460,914,9518,84.21198,43.60750
7441.167,1460,912,9551,84.21925,43.60000
7440.500,1460,902,9566,84.22647,43.59500
7439.333,1460,899,9553,84.23372,43.56750
7438.167,1460,893,9520,84.24096,43.53000
7438.167,1460,884,9479,84.24819,43.56500
7437.833,1460,883,9466,84.25545,43.58500
7436.000,1460,879,9468,84.26269,43.60500
7435.000,1460,882,9479,84.26994,43.66750
7434.333,1460,884,9499,84.27718,43.62250
7433.833,1460,892,9482,84.28442,43.63750
7433.167,1460,909,9436,84.29167,43.66500
7432.500,1460,933,9119,84.29891,43.63250
7431.333,1440,960,9019,84.30616,43.64750
7430.333,1440,1052,8948,84.31340,43.64250
7429.167,1440,1193,8540,84.32064,43.56750
7428.500,1440,1311,7812,84.32787,43.48750
7427.833,1440,1357,6946,84.33512,43.51250
7427.167,1440,1315,6686,84.34236,43.54500
7426.667,1440,1270,7220,84.34961,43.57000
7425.167,1440,1293,7218,84.35683,43.60750
7424.833,1440,1298,6959,84.36407,43.66750
7424.000,1440,1316,6858,84.37132,43.64500
7423.000,1440,1492,6488,84.37856,43.54750
7422.333,1440,1676,6047,84.38579,43.48250
7422.000,1440,1801,5511,84.39303,43.43500
7421.333,1440,1789,5528,84.40027,43.62750
7421.000,1440,1791,5129,84.40751,43.76250
7420.167,1440,1795,5060,84.41475,43.83500
7418.833,1440,1817,4811,84.42200,43.78500
7419.167,1440,1703,5104,84.42922,43.86250
7418.500,1440,1679,5137,84.43646,43.86000
7417.333,1440,1714,5118,84.44370,43.88750
7416.833,1440,1726,4801,84.45095,43.89250
7415.833,1440,1684,4862,84.45817,43.92000
7415.333,1440,1843,4832,84.46541,43.90750
7414.667,1440,1967,5112,84.47265,43.84000
7413.167,1440,2028,4628,84.47991,43.88000
7414.333,1440,2044,4501,84.48713,43.86500
7413.167,1440,1802,5025,84.49438,43.87000
7412.500,1440,1670,5343,84.50161,43.88250
7411.333,1440,1647,5472,84.50885,43.87000
7411.667,1440,1576,5635,84.51609,43.88000
7410.333,1440,1538,5673,84.52332,43.97750
7410.667,1440,1515,5790,84.53056,43.99250
7409.667,1440,1486,5916,84.53780,43.98750
7409.000,1440,1477,6084,84.54505,43.97000
7408.667,1440,1461,6386,84.55229,43.99000
7408.667,1440,1449,6306,84.55953,44.00000
7407.833,1440,1491,6369,84.56675,44.00500
7408.333,1440,1549,6291,84.57398,43.95750
7407.167,1440,1569,5875,84.58122,43.98750
7408.000,1440,1528,5938,84.58845,43.98250
7406.667,1440,1452,6386,84.59569,43.97250
7406.167,1440,1551,6232,84.60293,43.95250
7406.167,1440,1791,5410,84.61016,43.97250
7405.833,1440,1916,5184,84.61741,43.94250
7405.500,1440,1696,5443,84.62464,43.97500
7405.167,1440,1767,5469,84.63189,43.94000
7404.667,1440,1840,5043,84.63912,43.97750
7403.833,1440,1689,5276,84.64637,43.98500
7404.167,1440,1607,5591,84.65361,43.97250
7403.167,1440,1501,5839,84.66084,44.00250
7402.833,1440,1427,5914,84.66808,44.00250
7402.500,1440,1504,5762,84.67531,44.01500
7402.833,1440,1548,5778,84.68255,44.02500
7401.167,1440,1537,5772,84.68978,44.01250
7401.167,1440,1445,6007,84.69703,44.06250
7400.500,1440,1409,6068,84.70426,44.03250
7400.833,1440,1368,6245,84.71149,44.01000
7400.833,1440,1309,6236,84.71874,43.99750
7400.167,1440,1258,6383,84.72597,44.02250
7400.167,1440,1229,6396,84.73325,44.05750
7399.667,1440,1218,6427,84.74045,44.04500
7399.833,1440,1195,6517,84.74774,44.05250
7399.333,1460,1169,6586,84.75501,44.04250
7398.500,1460,1139,6635,84.76226,44.05250
7398.167,1460,1067,7284,84.77698,44.00500
7398.167,1460,1041,7475,84.78422,44.05750
7397.500,1460,1025,7566,84.79152,44.02500
7397.000,1460,1017,7610,84.79875,44.00250
7396.667,1460,1008,7576,84.80601,43.98500
7396.167,1460,1016,7600,84.81324,44.00000
7396.500,1460,997,7635,84.82050,44.02250
7395.500,1460,978,7744,84.82774,44.01750
7395.500,1460,959,7882,84.83499,44.00750
7393.833,1460,940,8004,84.84222,44.02000
7392.833,1460,939,8186,84.84947,44.00000
7397.500,1460,924,8332,84.85670,43.96000
7405.167,1460,912,8435,84.86395,43.99500
7410.333,1460,903,8523,84.87119,43.92250
7413.000,1460,888,8588,84.87843,43.88000
7413.833,1460,882,8646,84.88567,43.89000
7415.333,1460,902,8758,84.89292,43.89750
7416.333,1460,916,8844,84.90016,43.91750
7415.667,1460,919,8917,84.90740,43.91750
7416.500,1460,916,8953,84.91465,43.85500
7416.667,1460,913,8980,84.92188,43.87250
7417.000,1460,914,9004,84.92912,43.85750
7416.500,1460,914,9026,84.93637,43.83750
7416.833,1460,916,9038,84.94361,43.82000
7416.333,1460,916,9055,84.95084,43.83500
7416.667,1460,916,9067,84.95809,43.80750
7416.000,1460,915,9079,84.96534,43.78250
7416.500,1460,916,9093,84.97257,43.76500
7415.167,1460,921,9110,84.97981,43.74500
7415.667,1460,922,9122,84.98706,43.73750
7416.167,1460,928,9142,84.99431,43.74000
7416.833,1460,929,9161,85.00154,43.71750
7416.833,1460,924,9181,85.00878,43.67250
7416.833,1460,926,9205,85.01603,43.67750
7416.833,1460,937,9240,85.02326,43.69500
7416.500,1460,922,9254,85.03051,43.68250
7415.833,1460,924,9281,85.03774,43.65500
7416.333,1460,930,9308,85.04500,43.66500
7415.833,1460,922,9341,85.05223,43.60250
7415.833,1460,910,9357,85.05948,43.64250
7415.000,1460,908,9377,85.06671,43.60000
7415.000,1460,907,9401,85.07397,43.59000
7415.167,1460,900,9414,85.08122,43.63750
7414.333,1460,898,9434,85.08845,43.64500
7414.667,1460,898,9461,85.09569,43.61250
7414.333,1460,887,9476,85.10294,43.60250
7413.667,1460,854,9475,85.11019,43.60000
7414.167,1460,801,9464,85.11743,43.63500
7414.333,1460,784,9474,85.12466,43.55500
7413.833,1460,752,9470,85.13192,43.58250
7413.167,1460,732,9477,85.13916,43.65500
7413.500,1460,741,9495,85.14640,43.68250
7412.333,1460,737,9510,85.15365,43.68750
7412.833,1460,741,9524,85.16090,43.66500
7412.500,1460,724,9543,85.16813,43.65000
7411.667,1460,760,9618,85.17538,43.64000
7411.000,1460,801,9705,85.18263,43.65250
7411.333,1460,806,9731,85.18986,43.58500
7410.500,1460,801,9743,85.19711,43.53000
7410.500,1460,801,9752,85.20435,43.56000
7409.667,1460,796,9753,85.21161,43.58500
7409.167,1460,779,9765,85.21884,43.54250
7408.833,1460,770,9769,85.22609,43.58500
7408.833,1440,796,9785,85.23333,43.53500
7408.333,1440,801,9799,85.24057,43.53500
7407.000,1440,801,9805,85.24780,43.52750
7406.667,1440,794,9806,85.25506,43.52250
7406.667,1440,794,9812,85.26230,43.52250
7406.667,1440,794,9815,85.26955,43.57500
7405.833,1440,792,9820,85.27679,43.57750
7405.500,1440,793,9827,85.28404,43.49250
7405.000,1440,790,9830,85.29128,43.45000
7404.667,1440,809,9851,85.29853,43.55000
7404.667,1440,836,9862,85.30579,43.54750
7404.000,1440,838,9865,85.31301,43.52250
7404.000,1440,851,9873,85.32027,43.61000
7403.167,1440,890,9882,85.32751,43.63750
7402.833,1440,919,9893,85.33481,43.69250
7402.667,1440,949,9894,85.34206,43.66500
7402.333,1440,966,9885,85.34931,43.62750
7401.333,1440,1031,9881,85.35656,43.59250
7401.333,1440,1222,9860,85.36381,43.44500
7401.667,1440,1351,9399,85.37102,43.40250
7401.000,1440,1434,8553,85.37826,43.44250
7400.333,1440,1399,8371,85.38550,43.67000
7400.667,1440,1562,7722,85.39273,43.75750
7400.333,1440,1669,7185,85.39998,43.79750
7400.333,1440,1701,6998,85.40721,43.89250
7399.500,1440,1779,6913,85.41447,43.88250
7399.500,1440,1836,5984,85.42169,43.89750
7399.500,1440,1905,5669,85.42892,43.91250
7398.667,1440,1913,5663,85.43617,43.87500
7398.667,1440,1928,5388,85.44340,43.88000
7398.667,1440,1915,4744,85.45065,43.85250
7397.500,1440,1917,4275,85.45789,43.84500
7397.500,1440,1963,4297,85.46513,43.85000
7396.833,1440,1999,3860,85.47238,43.86500
7396.833,1440,2017,4118,85.47961,43.90000
7396.333,1440,2056,3835,85.48686,43.90750
7396.167,1440,2084,3978,85.49411,43.90500
7396.500,1440,2108,3796,85.50133,43.94000
7396.000,1440,2153,3690,85.50856,43.90500
7395.000,1420,2151,3572,85.51580,43.86250
7394.167,1440,2138,3247,85.52304,43.89750
7394.000,1420,2156,3324,85.53029,43.87750
7393.667,1440,2206,3226,85.53752,43.86250
7393.667,1420,2242,3049,85.54476,43.88000
7393.167,1420,2280,3155,85.55200,43.88000
7392.667,1420,2238,2795,85.55925,43.81000
7392.667,1420,2269,2912,85.56648,43.91750
7391.833,1420,2261,2722,85.57373,43.91750
7391.500,1420,2239,2766,85.58098,43.83000
7391.500,1420,2254,2760,85.58822,43.87750
7390.833,1420,2339,2887,85.59546,43.84500
7390.833,1440,2361,2843,85.60269,43.82750
7389.833,1440,2373,2728,85.60993,43.84750
7390.167,1440,2331,2804,85.61718,43.87000
7389.000,1440,2319,2814,85.62440,43.88500
7389.000,1440,2279,2787,85.63166,43.89250
7387.333,1440,2270,2872,85.63888,43.87750
7387.333,1440,2316,2767,85.64613,43.89250
7387.333,1440,2263,2698,85.65334,43.94250
7387.333,1440,2203,2844,85.66060,43.94000
7387.000,1440,2127,2871,85.66784,43.96500
7385.833,1440,2068,2807,85.67507,43.93250
7385.500,1440,2052,2915,85.68230,43.94750
7385.667,1440,2051,2766,85.68953,43.92750
7385.000,1440,2031,2711,85.69678,43.92250
7385.333,1440,2006,2982,85.70400,43.90250
7385.000,1440,1888,4661,85.71125,43.91500
7384.167,1440,1697,5245,85.71850,43.98000
7383.833,1440,1610,5568,85.72572,43.93750
7384.167,1440,1517,5830,85.73295,43.94500
7383.667,1440,1444,5968,85.74020,43.99000
7384.000,1440,1404,6051,85.74743,43.99000
7384.167,1440,1360,6154,85.75469,43.91750
7383.333,1440,1332,6301,85.76191,43.93000
7383.000,1440,1309,6282,85.76916,43.94500
7382.667,1440,1293,6004,85.77639,43.96500
7382.500,1440,1258,6010,85.78362,43.94250
7382.167,1440,1215,6158,85.79087,43.94750
